race_id, date, race_no, class, distance, rating_upper, rating_lower, condition, course_type, track
2008030106,20080301,6,3,1000M,80,60,GOOD,TURF,C
2008030107,20080301,7,,1400M,115,90,GOOD,TURF,C
2008030108,20080301,8,2,1200M,100,80,GOOD,ALL WEATHER TRACK,NA
2008030109,20080301,9,3,1600M,80,60,GOOD,TURF,C
2008030110,20080301,10,2,1400M,100,80,GOOD,TURF,C
2008030901,20080309,1,Griffin Race,1000M,NA,NA,GOOD,TURF,C+3
2008030902,20080309,2,4,1000M,60,40,GOOD,TURF,C+3
2008030903,20080309,3,4,1400M,60,40,GOOD,TURF,C+3
2008030904,20080309,4,4,1400M,60,40,GOOD,TURF,C+3
2008030905,20080309,5,5,1800M,40,0,GOOD,TURF,C+3
2008030906,20080309,6,4,1400M,60,40,GOOD,TURF,C+3
2008030907,20080309,7,4,1800M,60,40,GOOD,TURF,C+3
2008030908,20080309,8,3,1800M,80,60,GOOD,TURF,C+3
2008030909,20080309,9,2,1000M,100,80,GOOD,TURF,C+3
2008030910,20080309,10,1,1600M,105,80,GOOD,TURF,C+3
2008030911,20080309,11,3,1400M,80,60,GOOD,TURF,C+3
2008031201,20080312,1,5,1200M,40,10,GOOD,ALL WEATHER TRACK,NA
2008031202,20080312,2,4,1200M,60,40,GOOD,ALL WEATHER TRACK,NA
2008031203,20080312,3,4,1200M,60,40,GOOD,ALL WEATHER TRACK,NA
2008031204,20080312,4,5,1650M,40,10,GOOD,ALL WEATHER TRACK,NA
2008031205,20080312,5,4,1650M,60,40,GOOD,ALL WEATHER TRACK,NA
2008031206,20080312,6,3,1200M,80,60,GOOD,ALL WEATHER TRACK,NA
2008031207,20080312,7,2,1650M,100,80,GOOD,ALL WEATHER TRACK,NA
2008031208,20080312,8,3,1650M,80,60,GOOD,ALL WEATHER TRACK,NA
2008031601,20080316,1,5,1400M,40,20,GOOD,TURF,A
2008031602,20080316,2,4,1200M,60,40,GOOD,TURF,A
2008031603,20080316,3,2,2000M,100,75,GOOD,TURF,A
2008031604,20080316,4,4,1400M,60,40,GOOD,TURF,A
2008031605,20080316,5,3,1200M,80,60,GOOD,TURF,A
2008031606,20080316,6,3,1400M,80,60,GOOD,TURF,A
2008031607,20080316,7,3 YEAR OLDS AND UPWARDS,1400M,NA,NA,GOOD,TURF,A
2008031608,20080316,8,4 Year Olds,2000M,NA,NA,GOOD,TURF,A
2008031609,20080316,9,3,1600M,80,60,GOOD,TURF,A
2008031610,20080316,10,2,1400M,100,80,GOOD,TURF,A
2008032401,20080324,1,4,1000M,60,40,GOOD,TURF,A+3
2008032402,20080324,2,4,1200M,60,40,GOOD,TURF,A+3
2008032403,20080324,3,5,1200M,40,10,GOOD,TURF,A+3
2008032404,20080324,4,5,2000M,40,10,GOOD,TURF,A+3
2008032405,20080324,5,4,1400M,60,40,GOOD,TURF,A+3
2008032406,20080324,6,4,1400M,60,40,GOOD,TURF,A+3
2008032407,20080324,7,3,1200M,80,60,GOOD,TURF,A+3
2008032408,20080324,8,,1800M,90+,90+,GOOD,TURF,A+3
2008032409,20080324,9,3,1400M,80,60,GOOD,TURF,A+3
2008032410,20080324,10,1,1200M,105,80,GOOD,TURF,A+3
2008033001,20080330,1,Griffin Race,1000M,NA,NA,GOOD,TURF,B+2
2008033002,20080330,2,4,1200M,60,40,GOOD,TURF,B+2
2008033003,20080330,3,5,1600M,40,10,GOOD,TURF,B+2
2008033004,20080330,4,5,1400M,40,0,GOOD,TURF,B+2
2008033005,20080330,5,4,1800M,60,40,GOOD,TURF,B+2
2008033006,20080330,6,4,1600M,65,40,GOOD,TURF,B+2
2008033007,20080330,7,3,1200M,80,60,GOOD,TURF,B+2
2008033008,20080330,8,3,1000M,80,60,GOOD,TURF,B+2
2008033009,20080330,9,3,2000M,80,60,GOOD,TURF,B+2
2008033010,20080330,10,3,1400M,80,60,GOOD,TURF,B+2
2008033011,20080330,11,2,1600M,100,80,GOOD,TURF,B+2
2008040601,20080406,1,5,1650M,40,0,GOOD,ALL WEATHER TRACK,NA
2008040602,20080406,2,4,1000M,60,40,GOOD,TURF,C
2008040603,20080406,3,3,1200M,85,60,GOOD,ALL WEATHER TRACK,NA
2008040604,20080406,4,4,1650M,60,40,GOOD,ALL WEATHER TRACK,NA
2008040605,20080406,5,2,1800M,100,80,GOOD,TURF,C
2008040606,20080406,6,4,1400M,60,40,GOOD,TURF,C
2008040607,20080406,7,3 YEAR OLDS AND UPWARDS,1600M,NA,NA,GOOD,TURF,C
2008040608,20080406,8,1,1400M,105,85,GOOD,TURF,C
2008040609,20080406,9,3,1600M,80,60,GOOD,TURF,C
2008040610,20080406,10,3,1400M,80,60,GOOD,TURF,C
2008041201,20080412,1,Griffin Race,1200M,NA,NA,GOOD,TURF,C+3
2008041202,20080412,2,4,1200M,60,40,GOOD,ALL WEATHER TRACK,NA
2008041203,20080412,3,4,1600M,60,40,GOOD,TURF,C+3
2008041204,20080412,4,4,1400M,60,40,GOOD,TURF,C+3
2008041205,20080412,5,5,1400M,40,10,GOOD,TURF,C+3
2008041206,20080412,6,4,1600M,60,40,GOOD,TURF,C+3
2008041207,20080412,7,3,1650M,85,60,GOOD,ALL WEATHER TRACK,NA
2008041208,20080412,8,1,1000M,115,90,GOOD,TURF,C+3
2008041209,20080412,9,3,1000M,80,60,GOOD,TURF,C+3
2008041210,20080412,10,3,1400M,80,60,GOOD,TURF,C+3
2008041211,20080412,11,2,1400M,95,75,GOOD,TURF,C+3
2008042701,20080427,1,4,1200M,60,40,GOOD,TURF,A
2008042702,20080427,2,4,1800M,60,40,GOOD,TURF,A
2008042703,20080427,3,3,1600M,80,60,GOOD,TURF,A
2008042704,20080427,4,4,1400M,60,40,GOOD,TURF,A
2008042705,20080427,5,2,1600M,100,80,GOOD,TURF,A
2008042706,20080427,6,3,1200M,80,60,GOOD,TURF,A
2008042707,20080427,7,3 YEAR OLDS AND UPWARDS,1600M,NA,NA,GOOD,TURF,A
2008042708,20080427,8,3 YEAR OLDS AND UPWARDS,2000M,NA,NA,GOOD,TURF,A
2008042709,20080427,9,2,1200M,100,80,GOOD,TURF,A
2008042710,20080427,10,3,1400M,80,60,GOOD,TURF,A
2008050101,20080501,1,Griffin Race,1200M,NA,NA,GOOD,TURF,A+3
2008050102,20080501,2,5,1200M,40,0,GOOD,TURF,A+3
2008050103,20080501,3,4,1200M,60,40,FAST,ALL WEATHER TRACK,NA
2008050104,20080501,4,3,1000M,80,60,GOOD,TURF,A+3
2008050105,20080501,5,5,1400M,40,0,GOOD,TURF,A+3
2008050106,20080501,6,4,1400M,60,40,GOOD,TURF,A+3
2008050107,20080501,7,4,1600M,60,40,GOOD,TURF,A+3
2008050108,20080501,8,3 YEAR OLDS AND UPWARDS,1200M,NA,NA,GOOD,TURF,A+3
2008050109,20080501,9,3,1200M,80,60,FAST,ALL WEATHER TRACK,NA
2008050110,20080501,10,3,1800M,85,60,GOOD,TURF,A+3
2008050111,20080501,11,1,1400M,106,80,GOOD,TURF,A+3
2008050401,20080504,1,4,1200M,60,40,GOOD,TURF,B+2
2008050402,20080504,2,4,1200M,60,40,GOOD,TURF,B+2
2008050403,20080504,3,5,1800M,40,0,GOOD TO FIRM,TURF,B+2
2008050404,20080504,4,4,1800M,60,40,GOOD,ALL WEATHER TRACK,NA
2008050405,20080504,5,4,1400M,60,40,GOOD TO FIRM,TURF,B+2
2008050406,20080504,6,,2400M,80+,80+,GOOD TO FIRM,TURF,B+2
2008050407,20080504,7,2,1200M,100,80,GOOD,ALL WEATHER TRACK,NA
2008050408,20080504,8,3,1600M,80,60,GOOD TO FIRM,TURF,B+2
2008050409,20080504,9,3,1200M,80,60,GOOD TO FIRM,TURF,B+2
2008050410,20080504,10,3,1400M,80,60,GOOD TO FIRM,TURF,B+2
2008051201,20080512,1,4,1000M,60,40,GOOD TO FIRM,TURF,C
2008051202,20080512,2,5,1200M,40,0,FAST,ALL WEATHER TRACK,NA
2008051203,20080512,3,4,1400M,60,40,GOOD TO FIRM,TURF,C
2008051204,20080512,4,5,1650M,40,0,FAST,ALL WEATHER TRACK,NA
2008051205,20080512,5,4,1400M,60,40,GOOD TO FIRM,TURF,C
2008051206,20080512,6,4,1800M,60,40,GOOD TO FIRM,TURF,C
2008051207,20080512,7,2,1000M,100,80,GOOD TO FIRM,TURF,C
2008051208,20080512,8,3,1650M,80,60,FAST,ALL WEATHER TRACK,NA
2008051209,20080512,9,3,1400M,85,60,GOOD TO FIRM,TURF,C
2008051210,20080512,10,3,1400M,85,60,GOOD TO FIRM,TURF,C
2008051801,20080518,1,Griffin Race,1000M,NA,NA,GOOD TO FIRM,TURF,C+3
2008051802,20080518,2,4,1200M,60,40,FAST,ALL WEATHER TRACK,NA
2008051803,20080518,3,5,1400M,40,10,GOOD TO FIRM,TURF,C+3
2008051804,20080518,4,3,1200M,80,60,FAST,ALL WEATHER TRACK,NA
2008051805,20080518,5,5,1600M,40,0,GOOD TO FIRM,TURF,C+3
2008051806,20080518,6,4,1600M,60,40,GOOD TO FIRM,TURF,C+3
2008051807,20080518,7,4,1400M,65,40,GOOD TO FIRM,TURF,C+3
2008051808,20080518,8,3,1000M,80,60,GOOD TO FIRM,TURF,C+3
2008051809,20080518,9,1,1600M,120,100,GOOD TO FIRM,TURF,C+3
2008051810,20080518,10,2,1600M,100,80,GOOD TO FIRM,TURF,C+3
2008051811,20080518,11,3,1800M,80,60,GOOD TO FIRM,TURF,C+3
2008052501,20080525,1,4,1200M,60,40,GOOD TO FIRM,TURF,A
2008052502,20080525,2,4,1650M,60,40,GOOD,ALL WEATHER TRACK,NA
2008052503,20080525,3,4,1400M,60,40,GOOD,TURF,A
2008052504,20080525,4,3,1600M,80,60,GOOD,TURF,A
2008052505,20080525,5,4,2000M,60,40,GOOD,TURF,A
2008052506,20080525,6,3,1200M,80,60,GOOD,TURF,A
2008052507,20080525,7,1,1650M,105,80,GOOD,ALL WEATHER TRACK,NA
2008052508,20080525,8,3 YEAR OLDS AND UPWARDS,2400M,NA,NA,GOOD,TURF,A
2008052509,20080525,9,,1200M,95+,95+,GOOD,TURF,A
2008052510,20080525,10,2,1400M,100,80,GOOD,TURF,A
2008052511,20080525,11,3,1400M,80,60,GOOD,TURF,A
2008060101,20080601,1,1,1200M,NA,NA,GOOD TO YIELDING,TURF,B
2008060102,20080601,2,4,1200M,60,40,GOOD TO YIELDING,TURF,B
2008060103,20080601,3,4,1200M,60,40,GOOD TO YIELDING,TURF,B
2008060104,20080601,4,5,1200M,40,10,GOOD TO YIELDING,TURF,B
2008060105,20080601,5,5,1400M,40,0,GOOD TO YIELDING,TURF,B
2008060106,20080601,6,4,1400M,60,40,GOOD TO YIELDING,TURF,B
2008060107,20080601,7,4,1600M,60,40,GOOD TO YIELDING,TURF,B
2008060108,20080601,8,2,1200M,100,80,GOOD TO YIELDING,TURF,B
2008060109,20080601,9,3,1400M,85,60,GOOD TO YIELDING,TURF,B
2008060110,20080601,10,3,1600M,80,60,GOOD TO YIELDING,TURF,B
2008060111,20080601,11,3,1200M,80,60,GOOD TO YIELDING,TURF,B
2008060801,20080608,1,5,1200M,40,0,WET SLOW,ALL WEATHER TRACK,NA
2008060802,20080608,2,4,1000M,60,40,YIELDING,TURF,C
2008060803,20080608,3,4,1400M,60,40,YIELDING,TURF,C
2008060804,20080608,4,5,1800M,40,0,YIELDING,TURF,C
2008060805,20080608,5,4,1800M,65,40,WET SLOW,ALL WEATHER TRACK,NA
2008060806,20080608,6,4,1400M,60,40,YIELDING,TURF,C
2008060807,20080608,7,3,1200M,85,60,WET SLOW,ALL WEATHER TRACK,NA
2008060808,20080608,8,3,1400M,80,60,YIELDING,TURF,C
2008060809,20080608,9,3,1800M,80,60,YIELDING,TURF,C
2008060810,20080608,10,1,1800M,105,80,YIELDING,TURF,C
2008061501,20080615,1,Griffin Race,1000M,NA,NA,YIELDING,TURF,C+3
2008061502,20080615,2,4,1200M,60,40,WET SLOW,ALL WEATHER TRACK,NA
2008061503,20080615,3,5,1400M,40,0,YIELDING,TURF,C+3
2008061504,20080615,4,4,1600M,60,40,YIELDING,TURF,C+3
2008061505,20080615,5,5,1650M,40,0,WET SLOW,ALL WEATHER TRACK,NA
2008061506,20080615,6,4,1400M,60,40,YIELDING,TURF,C+3
2008061507,20080615,7,3,1650M,85,60,WET SLOW,ALL WEATHER TRACK,NA
2008061508,20080615,8,3,1000M,80,60,YIELDING,TURF,C+3
2008061509,20080615,9,2,1400M,95,75,YIELDING,TURF,C+3
2008061510,20080615,10,,1400M,95+,95+,GOOD TO YIELDING,TURF,C+3
2008061511,20080615,11,3,1400M,80,60,GOOD TO YIELDING,TURF,C+3
2008062201,20080622,1,4,1200M,60,40,GOOD,TURF,A
2008062202,20080622,2,4,1600M,60,40,GOOD,TURF,A
2008062203,20080622,3,2 & 3 YEAR OLDS,1200M,NA,NA,GOOD,TURF,A
2008062204,20080622,4,5,1400M,40,0,GOOD,TURF,A
2008062205,20080622,5,4,1200M,60,40,GOOD,TURF,A
2008062206,20080622,6,4,1400M,65,40,GOOD,TURF,A
2008062207,20080622,7,3,1200M,85,60,GOOD,TURF,A
2008062208,20080622,8,1,1200M,110,90,GOOD,TURF,A
2008062209,20080622,9,3,1200M,85,60,GOOD,TURF,A
2008062210,20080622,10,3,1600M,80,60,GOOD,TURF,A
2008062801,20080628,1,Griffin Race,1400M,NA,NA,YIELDING TO SOFT,TURF,A+3
2008062802,20080628,2,4,1000M,60,40,YIELDING TO SOFT,TURF,A+3
2008062803,20080628,3,5,1600M,40,0,YIELDING TO SOFT,TURF,A+3
2008062804,20080628,4,4,1200M,60,40,WET SLOW,ALL WEATHER TRACK,NA
2008062805,20080628,5,5,2000M,40,0,YIELDING TO SOFT,TURF,A+3
2008062806,20080628,6,4,1400M,60,40,YIELDING TO SOFT,TURF,A+3
2008062807,20080628,7,4,1650M,60,40,WET SLOW,ALL WEATHER TRACK,NA
2008062808,20080628,8,3,1200M,80,60,WET SLOW,ALL WEATHER TRACK,NA
2008062809,20080628,9,3,2000M,80,60,SOFT,TURF,A+3
2008062810,20080628,10,2,1200M,95,75,SOFT,TURF,A+3
2008062811,20080628,11,3,1400M,80,60,SOFT,TURF,A+3
2008070101,20080701,1,5,1400M,40,10,GOOD TO YIELDING,TURF,B+2
2008070102,20080701,2,4,1200M,60,40,GOOD TO YIELDING,TURF,B+2
2008070103,20080701,3,4,1400M,60,40,GOOD TO YIELDING,TURF,B+2
2008070104,20080701,4,4,1600M,60,40,GOOD TO YIELDING,TURF,B+2
2008070105,20080701,5,3,1200M,80,60,GOOD TO YIELDING,TURF,B+2
2008070106,20080701,6,4,1800M,60,40,GOOD TO YIELDING,TURF,B+2
2008070107,20080701,7,3,1400M,80,60,GOOD TO YIELDING,TURF,B+2
2008070108,20080701,8,2,1400M,100,80,GOOD TO YIELDING,TURF,B+2
2008070109,20080701,9,2,1600M,95,75,GOOD TO YIELDING,TURF,B+2
2008070110,20080701,10,3,1600M,75,55,GOOD TO YIELDING,TURF,B+2
2008070111,20080701,11,1,1600M,115,95,GOOD TO YIELDING,TURF,B+2
2008091501,20080915,1,5,1400M,40,15,GOOD TO FIRM,TURF,A
2008091502,20080915,2,5,1200M,40,15,GOOD TO FIRM,TURF,A
2008091503,20080915,3,4,1400M,60,40,GOOD TO FIRM,TURF,A
2008091504,20080915,4,1,1200M,120,95,GOOD TO FIRM,TURF,A
2008091505,20080915,5,4,1600M,60,40,GOOD TO FIRM,TURF,A
2008091506,20080915,6,4,1200M,60,40,GOOD TO FIRM,TURF,A
2008091507,20080915,7,2,1400M,100,80,GOOD TO FIRM,TURF,A
2008091508,20080915,8,2,1000M,100,80,GOOD TO FIRM,TURF,A
2008091509,20080915,9,3,1400M,80,60,GOOD TO FIRM,TURF,A
2008091510,20080915,10,3,1200M,80,60,GOOD TO FIRM,TURF,A
2008092101,20080921,1,4,1000M,60,40,GOOD TO FIRM,TURF,A+3
2008092102,20080921,2,4,1600M,60,40,GOOD TO FIRM,TURF,A+3
2008092103,20080921,3,3,1000M,80,60,GOOD TO FIRM,TURF,A+3
2008092104,20080921,4,4,1200M,60,40,GOOD,ALL WEATHER TRACK,NA
2008092105,20080921,5,5,1400M,40,15,GOOD TO FIRM,TURF,A+3
2008092106,20080921,6,4,1400M,60,40,GOOD TO FIRM,TURF,A+3
2008092107,20080921,7,2,1600M,95,75,GOOD TO FIRM,TURF,A+3
2008092108,20080921,8,3,1200M,80,60,GOOD,ALL WEATHER TRACK,NA
2008092109,20080921,9,1,1400M,115,90,GOOD TO FIRM,TURF,A+3
2008092110,20080921,10,3,1400M,85,60,GOOD TO FIRM,TURF,A+3
2008092801,20080928,1,4,1200M,60,40,GOOD TO FIRM,TURF,B+2
2008092802,20080928,2,5,1600M,40,15,GOOD TO FIRM,TURF,B+2
2008092803,20080928,3,4,1200M,60,40,GOOD TO FIRM,TURF,B+2
2008092804,20080928,4,5,1400M,40,15,GOOD TO FIRM,TURF,B+2
2008092805,20080928,5,4,1400M,60,40,GOOD TO FIRM,TURF,B+2
2008092806,20080928,6,4,1600M,60,40,GOOD TO FIRM,TURF,B+2
2008092807,20080928,7,2,1200M,100,80,GOOD TO FIRM,TURF,B+2
2008092808,20080928,8,3,1200M,80,60,GOOD TO FIRM,TURF,B+2
2008092809,20080928,9,3,1200M,80,60,GOOD TO FIRM,TURF,B+2
2008092810,20080928,10,3,1600M,80,60,GOOD TO FIRM,TURF,B+2
2008100101,20081001,1,4,1800M,60,40,GOOD TO FIRM,TURF,C
2008100102,20081001,2,4,1600M,60,40,GOOD TO FIRM,TURF,C
2008100103,20081001,3,3,1800M,80,60,GOOD TO FIRM,TURF,C
2008100104,20081001,4,4,1000M,60,40,GOOD TO FIRM,TURF,C
2008100105,20081001,5,5,1400M,40,15,GOOD TO FIRM,TURF,C
2008100106,20081001,6,3,1000M,80,60,GOOD TO FIRM,TURF,C
2008100107,20081001,7,4,1400M,60,40,GOOD TO FIRM,TURF,C
2008100108,20081001,8,Hong Kong Group Three,1400M,100+,100+,GOOD TO FIRM,TURF,C
2008100109,20081001,9,3,1400M,80,60,GOOD TO FIRM,TURF,C
2008100110,20081001,10,2,1400M,100,80,GOOD TO FIRM,TURF,C
2008100501,20081005,1,3,1600M,80,60,GOOD TO YIELDING,TURF,C+3
2008100502,20081005,2,4,1650M,65,40,WET SLOW,ALL WEATHER TRACK,NA
2008100503,20081005,3,2,1800M,100,80,GOOD TO YIELDING,TURF,C+3
2008100504,20081005,4,5,1800M,40,10,GOOD TO YIELDING,TURF,C+3
2008100505,20081005,5,4,1200M,60,40,WET SLOW,ALL WEATHER TRACK,NA
2008100506,20081005,6,2,1200M,100,80,WET SLOW,ALL WEATHER TRACK,NA
2008100507,20081005,7,4,1400M,60,40,GOOD TO YIELDING,TURF,C+3
2008100508,20081005,8,Hong Kong Group Three,1000M,95+,95+,GOOD TO YIELDING,TURF,C+3
2008100509,20081005,9,3,1200M,80,60,WET SLOW,ALL WEATHER TRACK,NA
2008100510,20081005,10,3,1400M,80,60,GOOD TO YIELDING,TURF,C+3
2008101201,20081012,1,5,1200M,40,15,GOOD TO FIRM,TURF,A
2008101202,20081012,2,5,1400M,40,15,GOOD TO FIRM,TURF,A
2008101203,20081012,3,4,1200M,60,40,GOOD TO FIRM,TURF,A
2008101204,20081012,4,4,1200M,60,40,GOOD TO FIRM,TURF,A
2008101205,20081012,5,4,1400M,60,40,GOOD TO FIRM,TURF,A
2008101206,20081012,6,3,1200M,80,60,GOOD TO FIRM,TURF,A
2008101207,20081012,7,4,1600M,65,40,GOOD TO FIRM,TURF,A
2008101208,20081012,8,1,1800M,115,90,GOOD TO FIRM,TURF,A
2008101209,20081012,9,2,1200M,100,80,GOOD TO FIRM,TURF,A
2008101210,20081012,10,3,1400M,80,60,GOOD TO FIRM,TURF,A
2008101211,20081012,11,2,1600M,95,75,GOOD TO FIRM,TURF,A
2008102601,20081026,1,5,1400M,40,15,GOOD,TURF,B
2008102602,20081026,2,4,1400M,60,40,GOOD,TURF,B
2008102603,20081026,3,4,1200M,60,40,GOOD,TURF,B
2008102604,20081026,4,4,1400M,60,40,GOOD,TURF,B
2008102605,20081026,5,2,1000M,95,75,GOOD,TURF,B
2008102606,20081026,6,3,1800M,80,60,GOOD,TURF,B
2008102607,20081026,7,3,1200M,80,60,GOOD,TURF,B
2008102608,20081026,8,Hong Kong Group Three,1200M,95+,95+,GOOD,TURF,B
2008102609,20081026,9,Hong Kong Group Three,1600M,100+,100+,GOOD,TURF,B
2008102610,20081026,10,1,1400M,105,80,GOOD,TURF,B
2008102611,20081026,11,3,1400M,85,60,GOOD,TURF,B
2008102901,20081029,1,4,1200M,60,40,GOOD,ALL WEATHER TRACK,NA
2008102902,20081029,2,5,1200M,40,10,GOOD,ALL WEATHER TRACK,NA
2008102903,20081029,3,4,1200M,60,40,GOOD,ALL WEATHER TRACK,NA
2008102904,20081029,4,3,1200M,80,60,GOOD,ALL WEATHER TRACK,NA
2008102905,20081029,5,5,1650M,40,10,GOOD,ALL WEATHER TRACK,NA
2008102906,20081029,6,4,1650M,60,40,GOOD,ALL WEATHER TRACK,NA
